name,n,Toffoli,CNOT,1-qubit
oldcount,5,54.0,30.0,85.0
optcount,5,50.0,24.0,70.0
opt_old,5,0.9259259259259259,0.8,0.8235294117647058
perm_opt,5,4.0,5.75,6.242857142857143
perm,5,184.0,146.0,443.0
oldcount,5,40.0,24.0,71.0
optcount,5,30.0,20.0,63.0
opt_old,5,0.75,0.8333333333333334,0.8873239436619719
perm_opt,5,6.133333333333334,7.3,7.031746031746032
perm,5,184.0,118.0,385.0
oldcount,5,52.0,28.0,87.0
optcount,5,52.0,28.0,87.0
opt_old,5,1.0,1.0,1.0
perm_opt,5,3.5384615384615383,4.214285714285714,4.425287356321839
perm,5,208.0,148.0,457.0
oldcount,5,40.0,24.0,69.0
optcount,5,26.0,20.0,61.0
opt_old,5,0.65,0.8333333333333334,0.8840579710144928
perm_opt,5,8.0,7.4,7.491803278688525
perm,5,192.0,148.0,441.0
oldcount,5,58.0,30.0,85.0
optcount,5,50.0,28.0,79.0
opt_old,5,0.8620689655172413,0.9333333333333333,0.9294117647058824
perm_opt,5,3.84,5.285714285714286,5.582278481012659
perm,5,160.0,128.0,375.0
oldcount,5,50.0,28.0,81.0
optcount,5,42.0,26.0,75.0
opt_old,5,0.84,0.9285714285714286,0.9259259259259259
perm_opt,5,3.8095238095238093,4.923076923076923,5.0
perm,5,176.0,124.0,393.0
oldcount,5,56.0,28.0,81.0
optcount,5,20.0,16.0,45.0
opt_old,5,0.35714285714285715,0.5714285714285714,0.5555555555555556
perm_opt,5,8.8,7.75,8.733333333333333
perm,5,200.0,118.0,403.0
oldcount,5,46.0,26.0,81.0
optcount,5,38.0,20.0,64.0
opt_old,5,0.8260869565217391,0.7692307692307693,0.7901234567901234
perm_opt,5,5.2631578947368425,5.9,6.296875
perm,5,216.0,162.0,493.0
oldcount,5,52.0,28.0,81.0
optcount,5,30.0,22.0,63.0
opt_old,5,0.5769230769230769,0.7857142857142857,0.7777777777777778
perm_opt,5,7.2,7.363636363636363,7.825396825396825
perm,5,152.0,114.0,363.0
oldcount,5,48.0,24.0,77.0
optcount,5,34.0,20.0,69.0
opt_old,5,0.7083333333333334,0.8333333333333334,0.8961038961038961
perm_opt,5,4.470588235294118,5.7,5.260869565217392
perm,5,200.0,150.0,465.0
oldcount,5,48.0,26.0,77.0
optcount,5,36.0,22.0,67.0
opt_old,5,0.75,0.8461538461538461,0.8701298701298701
perm_opt,5,5.555555555555555,6.818181818181818,6.940298507462686
perm,5,208.0,152.0,455.0
oldcount,5,60.0,32.0,91.0
optcount,5,34.0,24.0,67.0
opt_old,5,0.5666666666666667,0.75,0.7362637362637363
perm_opt,5,6.117647058823529,6.333333333333333,6.791044776119403
perm,5,176.0,120.0,377.0
oldcount,5,68.0,34.0,99.0
optcount,5,40.0,26.0,81.0
opt_old,5,0.5882352941176471,0.7647058823529411,0.8181818181818182
perm_opt,5,4.4,4.615384615384615,4.654320987654321
perm,5,216.0,146.0,471.0
oldcount,5,58.0,28.0,79.0
optcount,5,32.0,20.0,63.0
opt_old,5,0.5517241379310345,0.7142857142857143,0.7974683544303798
perm_opt,5,6.75,7.3,7.476190476190476
perm,5,184.0,122.0,393.0
oldcount,5,54.0,30.0,89.0
optcount,5,30.0,18.0,54.0
opt_old,5,0.5555555555555556,0.6,0.6067415730337079
perm_opt,5,6.133333333333334,6.777777777777778,7.277777777777778
perm,5,216.0,170.0,511.0
oldcount,5,56.0,30.0,85.0
optcount,5,38.0,24.0,71.0
opt_old,5,0.6785714285714286,0.8,0.8352941176470589
perm_opt,5,5.684210526315789,7.083333333333333,7.197183098591549
perm,5,184.0,138.0,429.0
oldcount,5,62.0,32.0,95.0
optcount,5,54.0,26.0,82.0
opt_old,5,0.8709677419354839,0.8125,0.8631578947368421
perm_opt,5,3.4074074074074074,5.3076923076923075,5.2317073170731705
perm,5,208.0,152.0,461.0
oldcount,5,52.0,28.0,83.0
optcount,5,30.0,22.0,63.0
opt_old,5,0.5769230769230769,0.7857142857142857,0.7590361445783133
perm_opt,5,6.933333333333334,6.909090909090909,7.317460317460317
perm,5,248.0,198.0,591.0
oldcount,5,44.0,26.0,73.0
